zaman,ivme_x,ivme_y,ivme_z,etiket
1777036023.9190784,-0.18,-0.07,0.00,1
1777036023.9415452,-0.20,-0.04,-0.01,1
1777036023.9628384,-0.01,0.12,-0.03,1
1777036023.985038,-0.09,0.13,-0.02,1
1777036024.0051703,-0.15,0.01,-0.14,1
1777036024.0267649,0.15,0.18,-0.04,1
1777036024.0472596,-0.17,0.28,-0.18,1
1777036024.0688055,-0.51,0.09,-0.16,1
1777036024.0890067,-0.18,0.01,-0.09,1
1777036024.1106794,0.13,0.00,-0.01,1
1777036024.132733,0.07,-0.03,-0.08,1
1777036024.1535985,-0.13,-0.04,0.00,1
1777036024.1753528,-0.24,0.11,0.01,1
1777036024.1968534,-0.04,0.21,0.08,1
1777036024.218247,0.39,0.11,0.05,1
1777036024.238816,-0.21,0.05,-0.09,1
1777036024.25679,-0.53,-0.06,-0.13,1
1777036024.281481,-0.18,-0.02,-0.10,1
1777036024.3312042,0.22,-0.05,-0.01,1
1777036024.345564,-0.05,-0.03,-0.08,1
1777036024.3797586,-0.33,0.17,0.03,1
1777036024.4054956,-0.21,0.14,-0.02,1
1777036024.407007,0.04,0.06,-0.13,1
1777036024.4108794,-0.14,0.00,-0.05,1
1777036024.4324548,-0.17,-0.03,-0.07,1
1777036024.4513059,-0.21,0.04,-0.06,1
1777036024.4727356,-0.12,0.09,-0.13,1
1777036024.4942098,-0.18,0.07,-0.10,1
1777036024.515546,-0.09,0.07,-0.06,1
1777036024.536652,-0.09,0.09,-0.04,1
1777036024.5582983,-0.04,0.07,-0.03,1
1777036024.579487,-0.05,0.16,-0.03,1
1777036024.5999494,0.09,0.15,0.06,1
1777036024.6205862,0.16,0.08,-0.04,1
1777036024.6417203,0.13,-0.03,-0.08,1
1777036024.6627955,-0.19,0.03,-0.06,1
1777036024.6848862,-0.18,0.00,-0.06,1
1777036024.711182,-0.17,-0.07,-0.15,1
1777036024.7320497,-0.59,0.02,-0.02,1
1777036024.7527041,-0.54,0.05,-0.11,1
1777036024.7752447,0.14,-0.05,-0.05,1
1777036024.7967732,0.48,-0.09,-0.06,1
1777036024.818027,-0.06,-0.05,-0.15,1
1777036024.8386736,-0.49,0.19,-0.16,1
1777036024.8600838,-0.42,0.22,0.06,1
1777036024.8808603,0.02,0.19,0.00,1
1777036024.9013236,0.11,0.12,-0.08,1
1777036024.923803,0.18,-0.02,-0.06,1
1777036024.944896,0.03,0.04,-0.15,1
1777036024.9668026,-0.21,0.01,-0.05,1
1777036024.9888058,-0.24,0.00,-0.07,1
1777036025.009778,0.11,0.15,-0.11,1
1777036025.0304954,-0.18,0.07,-0.07,1
1777036025.051666,-0.50,0.11,-0.02,1
1777036025.0726082,-0.32,0.18,-0.03,1
1777036025.094739,0.15,0.00,-0.09,1
1777036025.1168065,0.06,-0.19,-0.04,1
1777036025.139157,-0.03,-0.11,-0.07,1
1777036025.1596656,-0.10,0.19,0.00,1
1777036025.1807578,-0.22,0.22,-0.07,1
1777036025.2023604,-0.24,0.33,-0.02,1
1777036025.222273,0.07,-0.07,-0.06,1
1777036025.245062,0.15,-0.19,-0.09,1
1777036025.2678888,-0.26,0.07,-0.03,1
1777036025.2880661,-0.28,0.22,-0.05,1
1777036025.3069956,-0.08,0.12,0.04,1
1777036025.329819,0.36,-0.11,0.00,1
1777036025.3520472,-0.29,-0.10,-0.21,1
1777036025.3717337,-0.50,0.24,0.00,1
1777036025.392366,-0.40,0.40,-0.07,1
1777036025.4131775,0.06,0.08,0.03,1
1777036025.4356444,0.23,-0.25,-0.12,1
1777036025.510817,-0.10,-0.11,-0.20,1
1777036025.5641174,-0.50,0.35,-0.04,1
1777036025.5942893,-0.32,0.42,-0.03,1
1777036025.5966263,0.13,0.00,-0.04,1
1777036025.5976458,0.23,-0.29,-0.08,1
1777036025.600647,-0.30,-0.06,-0.20,1
1777036025.6026464,-0.45,0.19,-0.01,1
1777036025.604645,-0.04,0.30,-0.01,1
1777036025.6268873,0.21,0.17,0.00,1
1777036025.6490805,0.07,-0.19,0.00,1
1777036025.670698,-0.37,-0.05,-0.17,1
1777036025.692158,-0.08,0.13,-0.06,1
1777036025.712516,0.00,0.20,-0.03,1
1777036025.734608,-0.13,0.06,-0.05,1
1777036025.754732,-0.21,0.04,-0.07,1
1777036025.7759311,-0.09,0.01,-0.05,1
1777036025.7976367,0.00,0.05,-0.18,1
1777036025.8190348,-0.05,0.10,-0.04,1
1777036025.840827,-0.16,0.03,0.00,1
1777036025.8615742,-0.18,0.06,-0.05,1
1777036025.8832037,-0.18,-0.03,-0.11,1
1777036025.903373,-0.05,0.03,-0.05,1
1777036025.9244792,0.03,0.20,0.00,1
1777036025.9458408,-0.15,0.07,0.00,1
1777036025.9673157,-0.03,0.09,-0.11,1
1777036025.9886522,-0.12,0.04,-0.14,1
1777036026.0090692,-0.20,-0.04,-0.04,1
1777036026.0313208,-0.17,0.09,0.02,1
1777036026.0527225,-0.01,0.05,-0.03,1
1777036026.0734751,0.03,-0.06,-0.16,1
1777036026.0948794,-0.22,-0.04,-0.16,1
1777036026.1156704,-0.43,0.07,-0.09,1
1777036026.137872,-0.16,0.22,0.00,1
1777036026.1591015,0.19,0.17,-0.04,1
1777036026.1809287,0.23,-0.05,-0.02,1
1777036026.2024076,-0.19,-0.11,-0.17,1
1777036026.2231658,-0.11,0.04,-0.06,1
1777036026.2449048,-0.12,0.30,0.05,1
1777036026.2651618,0.00,0.19,0.04,1
1777036026.2877972,-0.03,-0.04,-0.15,1
1777036026.30859,-0.14,-0.13,-0.14,1
1777036026.3306775,-0.07,0.02,-0.05,1
1777036026.3529649,-0.06,0.15,0.00,1
1777036026.3737562,-0.29,0.11,-0.04,1
1777036026.3947792,0.00,0.02,-0.06,1
1777036026.4160042,-0.08,-0.09,-0.15,1
1777036026.435897,-0.26,0.02,-0.07,1
1777036026.4571812,-0.07,0.17,-0.01,1
1777036026.4797838,-0.14,0.02,-0.05,1
1777036026.501357,-0.15,0.01,-0.04,1
1777036026.5225637,0.01,0.02,-0.09,1
1777036026.543943,-0.24,0.05,-0.10,1
1777036026.5641272,-0.33,0.08,-0.04,1
1777036026.5850024,0.06,0.03,0.00,1
1777036026.6069124,0.26,0.04,-0.03,1
1777036026.6278684,0.37,0.05,0.13,1
1777036026.6489332,0.24,0.04,0.22,1
1777036026.6700022,0.00,0.13,0.07,1
1777036026.6919944,-0.28,-0.02,0.05,1
1777036026.717752,-0.23,-0.05,0.15,1
1777036026.7405589,0.26,0.18,0.06,1
1777036026.7611666,0.52,0.03,0.00,1
1777036026.7830038,0.05,-0.24,-0.20,1
1777036026.8038166,-0.76,0.01,-0.01,1
1777036026.8250422,-0.37,0.03,0.07,1
1777036026.845488,0.00,-0.57,-0.29,1
1777036026.867132,-0.02,-0.40,-0.17,1
1777036026.8889678,-0.57,0.26,-0.13,1
1777036026.9107585,-0.86,0.19,-0.18,1
1777036026.9321833,-0.29,-0.08,0.52,1
1777036026.9547822,0.06,-0.05,0.32,1
1777036026.9753273,0.05,0.22,0.03,1
1777036026.9954681,0.14,0.31,0.16,1
1777036027.0172274,0.13,0.19,0.00,1
1777036027.0376632,0.06,0.09,-0.03,1
1777036027.0589116,0.00,-0.02,0.00,1
1777036027.0817578,0.44,0.13,-0.26,1
1777036027.1031234,0.51,0.06,0.01,1
1777036027.1250436,-0.09,-0.12,0.11,1
1777036027.1458611,-0.14,-0.66,-0.01,1
1777036027.1660075,-0.52,-0.26,-0.30,1
1777036027.1870444,-0.71,0.20,0.01,1
1777036027.2084825,-0.63,-0.02,-0.11,1
1777036027.230398,-0.49,0.06,-0.49,1
1777036027.251945,-1.04,0.23,-0.37,1
1777036027.2737947,-0.05,-0.16,-0.47,1
1777036027.2950037,0.22,-0.17,-0.25,1
1777036027.3168924,-0.50,0.48,-0.01,1
1777036027.3371258,-0.15,0.37,-0.30,1
1777036027.3583837,0.12,0.12,-0.39,1
1777036027.3794494,-0.12,-0.06,-0.08,1
1777036027.401508,-0.56,-0.02,0.44,1
1777036027.422056,-0.54,0.39,0.26,1
1777036027.444538,0.45,0.42,-0.39,1
1777036027.4649985,0.41,0.20,-0.47,1
1777036027.4864385,-0.92,-0.10,0.42,1
1777036027.507423,-1.01,0.03,0.60,1
1777036027.527574,-0.11,0.51,0.19,1
1777036027.5490274,0.33,0.48,-0.08,1
1777036027.5699668,-0.19,0.31,-0.36,1
1777036027.5921054,-1.15,0.39,0.34,1
1777036027.6133306,-0.94,0.57,0.56,1
1777036027.635374,-0.23,0.75,0.27,1
1777036027.6572301,0.19,0.64,-0.11,1
1777036027.6774447,-0.60,0.44,-0.44,1
1777036027.6981683,-1.39,0.22,0.27,1
1777036027.7194202,-1.23,0.47,0.15,1
1777036027.7406638,-0.04,0.58,0.11,1
1777036027.7611954,0.49,0.21,-0.28,1
1777036027.7826924,0.45,0.09,-0.08,1
1777036027.8057897,-0.08,0.13,0.29,1
1777036027.826778,0.04,0.50,-0.04,1
1777036027.8479478,0.21,0.51,-0.40,1
1777036027.8681297,0.40,0.19,-0.65,1
1777036027.88934,-0.16,0.05,-0.09,1
1777036027.910008,-0.53,0.16,-0.03,1
1777036027.9320433,-0.20,0.51,-0.19,1
1777036027.9544888,0.28,0.70,-0.33,1
1777036027.9754505,0.25,0.70,-0.44,1
1777036027.9970515,-0.26,0.35,-0.34,1
1777036028.0179195,-0.40,0.05,-0.14,1
1777036028.0394168,0.57,0.18,-0.03,1
1777036028.059571,0.59,0.22,-0.01,1
1777036028.0815861,-0.04,-0.30,-0.49,1
1777036028.103034,-0.47,-0.50,0.00,1
1777036028.124072,-0.34,-0.53,0.41,1
1777036028.1453784,0.29,-0.45,0.21,1
1777036028.1668096,1.00,-0.28,-0.04,1
1777036028.1879132,-0.45,-0.57,-0.26,1
1777036028.2092967,-0.74,-0.73,-0.05,1
1777036028.2302933,-0.43,-0.48,0.13,1
1777036028.2513373,-0.01,-0.26,0.09,1
1777036028.2728746,0.55,-0.28,-0.34,1
1777036028.2939897,-0.11,-0.25,-0.51,1
1777036028.3158312,-0.43,-0.48,0.00,1
1777036028.3368843,0.06,-0.13,0.09,1
1777036028.358682,0.36,0.31,-0.22,1
1777036028.3794148,0.47,0.44,-0.95,1
1777036028.399935,0.15,0.31,-0.30,1
1777036028.420944,0.18,-0.16,0.20,1
1777036028.4419,-0.06,-0.09,0.03,1
1777036028.4635777,-0.59,0.24,-0.22,1
1777036028.485445,-0.45,0.26,-0.30,1
1777036028.50689,0.00,0.03,-0.25,1
1777036028.5282965,-0.05,0.07,-0.03,1
1777036028.5498276,-0.48,0.21,-0.31,1
1777036028.569856,-0.21,0.30,-0.29,1
1777036028.5909696,0.13,0.13,-0.32,1
1777036028.6118376,-0.35,0.02,-0.07,1
1777036028.6335926,-0.53,0.06,-0.10,1
1777036028.6553547,-0.26,0.01,0.28,1
1777036028.677245,0.62,-0.45,-0.19,1
1777036028.698812,0.36,-0.23,-0.14,1
1777036028.7251291,-1.26,-0.16,0.29,1
1777036028.7473066,-0.61,-0.31,0.33,1
1777036028.767757,0.19,-0.09,0.15,1
1777036028.789823,0.63,0.05,0.00,1
1777036028.809965,-0.11,-0.04,0.19,1
1777036028.8307161,-0.52,0.16,0.13,1
1777036028.8520415,-0.32,0.38,-0.06,1
1777036028.8720095,-0.24,0.02,-0.15,1
1777036028.8958402,-0.07,-0.21,-0.18,1
1777036028.9160223,0.00,-0.06,-0.27,1
1777036028.9375594,-0.56,0.02,-0.25,1
1777036028.9599564,-0.77,0.20,-0.17,1
1777036028.980755,0.40,0.00,-0.29,1
1777036029.001572,0.65,-0.19,-0.03,1
1777036029.0231853,0.46,-0.14,-0.01,1
1777036029.0445273,-0.65,0.22,-0.11,1
1777036029.064726,-1.03,0.49,-0.14,1
1777036029.0872827,-0.11,0.15,-0.20,1
1777036029.1097846,0.54,-0.21,-0.25,1
1777036029.130708,0.40,0.00,-0.19,1
1777036029.1503913,-0.81,-0.02,0.18,1
1777036029.1721838,-0.31,-0.23,-0.02,1
1777036029.192859,0.23,-0.11,-0.14,1
1777036029.213875,0.24,0.25,-0.16,1
1777036029.2365985,-0.39,0.54,0.04,1
1777036029.258646,-0.49,0.22,0.12,1
1777036029.279327,-0.10,0.16,-0.28,1
1777036029.3012912,0.07,0.30,-0.16,1
1777036029.3224943,-0.31,-0.05,0.01,1
1777036029.3425043,-0.25,0.22,-0.11,1
1777036029.3638592,-0.19,0.26,-0.21,1
1777036029.3860123,0.00,-0.05,-0.42,1
1777036029.4054303,-0.17,0.06,-0.26,1
1777036029.426763,-0.36,-0.07,-0.29,1
1777036029.4505522,0.06,-0.43,-0.14,1
1777036029.4696143,0.12,-0.86,-0.36,1
1777036029.4917874,-0.89,0.36,-0.59,1
1777036029.5123887,0.54,0.71,-0.12,1
1777036029.5325694,1.14,-0.80,0.15,1
1777036029.5536957,-0.63,-0.87,0.44,1
1777036029.5746741,-2.32,-0.30,0.35,1
1777036029.5976367,-0.40,0.03,0.69,1
1777036029.6177213,0.72,-0.42,0.35,1
1777036029.6400461,0.02,0.29,-0.03,1
1777036029.6625555,-0.83,1.08,0.10,1
1777036029.6825414,0.02,0.29,-0.01,1
1777036029.7037776,0.16,-0.10,0.12,1
1777036029.7250938,-0.13,-0.16,-0.16,1
1777036029.7454793,-0.44,0.20,0.06,1
1777036029.7669132,-0.38,0.00,0.01,1
1777036029.789058,0.42,0.10,-0.07,1
1777036029.8109124,0.08,0.33,-0.25,1
1777036029.8327968,-0.85,0.14,-0.21,1
1777036029.8531005,0.33,-0.22,0.07,1
1777036029.874133,0.01,-0.41,-0.13,1
1777036029.8957152,-0.46,0.20,-0.19,1
1777036029.915875,-0.33,0.02,-0.16,1
1777036029.93725,-0.23,-0.36,-0.30,1
1777036029.9588842,-0.12,0.13,-0.31,1
1777036029.9797924,0.29,0.21,-0.18,1
1777036030.0021574,0.16,-0.20,0.00,1
1777036030.0230417,-0.35,-0.60,-0.29,1
1777036030.0435565,-0.24,0.50,-0.31,1
1777036030.0654917,0.32,0.21,-0.08,1
1777036030.0856955,0.62,-0.69,0.13,1
1777036030.1070592,0.04,-0.42,-0.01,1
1777036030.1278336,-0.85,0.32,-0.36,1
1777036030.1505086,-0.47,0.60,-0.54,1
1777036030.1710608,0.07,0.04,-0.26,1
1777036030.1928012,-0.32,-0.13,-0.09,1
1777036030.2140512,-0.09,-0.30,0.36,1
1777036030.2354972,-0.17,0.20,0.13,1
1777036030.2568269,-0.33,0.65,0.20,1
1777036030.276897,-0.10,0.02,0.39,1
1777036030.298933,0.07,-0.13,0.24,1
1777036030.3199637,-0.68,0.43,0.12,1
1777036030.3422763,-1.10,0.17,0.05,1
1777036030.3645418,-0.08,-0.18,0.10,1
1777036030.3850973,0.54,-0.07,-0.24,1
1777036030.4055178,-0.28,0.12,-0.18,1
1777036030.42727,-0.51,-0.45,0.24,1
1777036030.4474852,-0.39,-0.53,0.33,1
1777036030.4690194,-0.07,-0.07,0.24,1
1777036030.4910471,0.26,-0.26,0.42,1
1777036030.5132635,0.04,-0.66,0.43,1
1777036030.5343132,-0.40,-0.75,0.49,1
1777036030.555393,-0.59,-0.78,0.67,1
1777036030.5761163,-0.79,-0.93,0.74,1
1777036030.5967875,-0.57,-0.68,0.32,1
1777036030.617842,-0.44,-0.46,0.38,1
1777036030.6401463,0.00,-0.54,0.35,1
1777036030.6616774,0.03,-0.61,0.24,1
1777036030.6831324,-0.31,-0.38,0.25,1
1777036030.7046773,-0.51,-0.54,0.08,1
1777036030.7307262,-0.80,-0.16,-0.21,1
1777036030.7527885,0.29,0.43,0.13,1
1777036030.774147,0.98,0.09,0.27,1
1777036030.7954867,0.15,-0.29,-0.27,1
1777036030.815831,-2.08,0.21,-0.42,1
1777036030.8371491,-1.07,-0.18,0.06,1
1777036030.8584151,0.91,-0.04,-0.14,1
1777036030.8791895,1.39,0.65,-0.28,1
1777036030.9010954,0.54,0.72,-0.59,1
1777036030.921937,-0.69,0.21,-0.56,1
1777036030.9445164,-2.00,-0.37,0.02,1
1777036030.965849,-1.80,-0.32,0.35,1
1777036030.9870348,0.23,0.14,-0.21,1
1777036031.0081563,0.23,0.74,-0.42,1
1777036031.028445,0.07,0.55,-0.18,1
1777036031.050705,-0.16,0.13,0.06,1
1777036031.0709393,-0.29,0.14,-0.12,1
1777036031.0935335,-0.98,0.30,-0.19,1
1777036031.1154108,-0.90,0.37,-0.04,1
1777036031.1360555,-0.05,0.28,0.03,1
1777036031.1571453,0.39,0.19,-0.50,1
1777036031.1774852,-0.45,0.26,-0.58,1
1777036031.1987107,-1.25,0.43,-0.16,1
1777036031.220191,-0.64,0.31,-0.04,1
1777036031.242548,0.51,0.25,0.03,1
1777036031.2644496,0.81,0.32,-0.70,1
1777036031.2850597,-0.72,0.67,-0.82,1
1777036031.3069715,-1.32,0.45,-0.27,1
1777036031.326943,-0.20,0.00,0.19,1
1777036031.3489025,0.56,0.17,-0.39,1
1777036031.3680208,0.06,0.21,-0.31,1
1777036031.3893995,-0.27,-0.04,-0.05,1
1777036031.4110312,0.08,-0.18,-0.06,1
1777036031.4323542,0.00,0.17,-0.12,1
1777036031.4546762,-0.57,0.51,-0.30,1
1777036031.474,-0.82,0.53,-0.03,1
1777036031.4967294,-0.41,0.19,0.04,1
1777036031.518029,-0.18,0.21,-0.07,1
1777036031.5384197,-0.66,0.43,-0.22,1
1777036031.560169,-0.61,0.51,-0.06,1
1777036031.5813923,-0.24,0.39,0.08,1
1777036031.6033442,-0.01,0.18,-0.02,1
1777036031.6241891,-0.24,0.24,-0.08,1
1777036031.6452408,-0.19,0.55,-0.14,1
1777036031.6680706,0.24,0.36,0.00,1
1777036031.6886508,0.22,-0.06,-0.32,1
1777036031.7099514,-0.50,0.37,-0.26,1
1777036031.7309732,-0.30,0.42,-0.10,1
1777036031.752508,0.27,0.00,-0.19,1
1777036031.7730799,0.29,0.01,-0.31,1
1777036031.7952065,0.03,0.24,-0.21,1
1777036031.817347,-0.22,0.09,-0.15,1
1777036031.8385684,-0.41,-0.16,-0.04,1
1777036031.859122,-0.70,0.21,-0.40,1
1777036031.880174,-0.59,0.47,-0.19,1
1777036031.9006422,-0.01,0.11,0.08,1
1777036031.9218993,0.11,-0.03,-0.14,1
1777036031.9440126,-0.64,0.23,-0.51,1
1777036031.9655273,-1.00,0.35,-0.17,1
1777036031.9873009,-0.70,-0.01,0.61,1
1777036032.0084474,-0.11,-0.08,0.32,1
1777036032.02953,0.15,0.27,-0.40,1
1777036032.0501318,-0.18,0.29,0.00,1
1777036032.0705135,-0.33,0.06,0.24,1
1777036032.0922394,-0.12,0.15,0.00,1
1777036032.1137364,0.04,0.34,-0.30,1
1777036032.1343713,-0.49,0.33,-0.28,1
1777036032.1559792,-0.81,0.15,-0.06,1
1777036032.1769116,-0.72,0.24,-0.03,1
1777036032.1994233,-0.18,0.38,0.06,1
1777036032.2198362,0.09,0.22,0.11,1
1777036032.2403946,-0.48,0.16,-0.18,1
1777036032.2621074,-0.92,0.28,-0.21,1
1777036032.282987,-0.82,0.48,0.09,1
1777036032.304392,-0.23,0.27,0.37,1
1777036032.3254101,0.22,0.00,0.00,1
1777036032.3484113,-0.22,0.49,-0.52,1
1777036032.3698335,-0.26,0.78,-0.19,1
1777036032.3909223,0.48,0.00,0.09,1
1777036032.4118414,0.20,0.00,-0.40,1
1777036032.4332228,-0.89,0.21,-0.42,1
1777036032.4546158,-1.07,0.25,-0.15,1
1777036032.475195,-0.34,0.03,0.07,1
1777036032.4971573,-0.19,0.03,0.09,1
1777036032.5183675,-0.53,0.21,-0.08,1
1777036032.5399535,-0.59,0.30,-0.10,1
1777036032.5613484,0.03,0.24,-0.02,1
1777036032.581825,-0.06,0.19,0.16,1
1777036032.602836,-0.45,0.16,-0.03,1
1777036032.624036,-0.74,0.36,-0.18,1
1777036032.6457953,-0.42,0.48,0.12,1
1777036032.668178,0.05,0.24,0.24,1
1777036032.6886575,0.13,0.13,-0.23,1
1777036032.711064,-0.78,0.40,-0.42,1
1777036032.7360475,-0.86,0.40,0.27,1
1777036032.7582912,0.27,-0.05,0.40,1
1777036032.7790308,0.29,0.06,0.10,1
1777036032.8006647,-0.20,0.29,-0.56,1
1777036032.821991,-0.46,0.28,-0.07,1
1777036032.8430424,0.13,0.11,0.29,1
1777036032.8640156,0.00,0.39,-0.37,1
1777036032.8847795,-0.73,0.59,-0.40,1
1777036032.9074223,-0.78,0.34,0.13,1
1777036032.9274592,-0.16,0.06,0.32,1
1777036032.9497755,-0.10,0.15,-0.01,1
1777036032.9710393,-0.32,0.38,-0.49,1
1777036032.9923444,-0.59,0.25,0.04,1
1777036033.0125136,-0.17,0.10,0.23,1
1777036033.0332644,-0.18,0.20,0.17,1
1777036033.0547333,-0.52,0.26,-0.28,1
1777036033.0756688,-0.79,0.49,-0.29,1
1777036033.0983942,-0.29,0.35,0.22,1
1777036033.1198533,-0.15,0.04,0.42,1
1777036033.1411932,-0.15,0.32,-0.27,1
1777036033.1623447,-0.38,0.66,-0.54,1
1777036033.1821992,-0.24,0.11,0.29,1
1777036033.2036834,-0.17,-0.05,0.29,1
1777036033.224939,-0.23,0.21,-0.05,1
1777036033.24545,-0.36,0.38,-0.30,1
1777036033.2678862,-0.44,0.25,-0.11,1
1777036033.2891927,-0.40,0.22,0.24,1
1777036033.3112283,-0.51,0.27,0.05,1
1777036033.3342733,-0.51,0.45,-0.63,1
1777036033.3527637,0.06,0.35,-0.13,1
1777036033.374115,0.15,0.10,0.21,1
1777036033.3944438,-0.27,0.17,0.23,1
1777036033.4155722,-0.77,0.13,0.10,1
1777036033.4368742,-0.81,0.15,-0.14,1
1777036033.459022,-0.23,0.33,-0.15,1
1777036033.4794903,0.43,0.46,0.14,1
1777036033.5019162,-0.52,0.42,-0.11,1
1777036033.5232284,-1.33,0.53,-0.23,1
1777036033.5436888,-0.66,0.35,0.02,1
1777036033.564339,0.12,0.35,0.11,1
1777036033.5860252,0.14,0.07,0.23,1
1777036033.6067548,-0.39,0.23,-0.15,1
1777036033.6281147,-0.51,0.32,-0.26,1
1777036033.6502023,-0.39,0.31,-0.09,1
1777036033.6714854,-0.10,0.22,0.10,1
1777036033.6931376,-0.42,0.21,0.15,1
1777036033.7138846,-0.94,0.34,0.06,1
1777036033.7347913,-0.44,0.31,-0.06,1
1777036033.7555933,0.11,0.39,-0.32,1
1777036033.7767677,-0.13,0.34,-0.29,1
1777036033.798831,-0.64,0.19,-0.01,1
1777036033.8195066,-0.60,0.20,-0.07,1
1777036033.8407297,-0.54,0.26,0.04,1
1777036033.8630812,-0.29,0.40,-0.09,1
1777036033.8839548,0.06,0.46,0.20,1
1777036033.9050133,-0.22,0.11,0.11,1
1777036033.925491,-0.54,0.34,-0.04,1
1777036033.9469254,-0.87,0.63,-0.02,1
1777036033.967781,-0.68,0.50,0.12,1
1777036033.9882717,-0.21,0.35,0.19,1
1777036034.011193,-0.35,0.34,0.10,1
1777036034.0318537,-0.39,0.42,-0.01,1
1777036034.0539494,-0.24,0.47,-0.31,1
1777036034.075163,-0.30,0.30,0.04,1
1777036034.0958817,-0.72,0.15,0.25,1
1777036034.1168196,-0.53,0.13,-0.07,1
1777036034.1372187,-0.14,0.48,-0.43,1
1777036034.1588266,-0.07,0.44,-0.24,1
1777036034.179863,-0.40,0.13,0.23,1
1777036034.201383,-0.21,0.16,0.05,1
1777036034.2241514,-0.58,0.52,-0.68,1
1777036034.245638,-0.76,0.44,0.00,1
1777036034.2659829,-0.37,0.19,0.19,1
1777036034.2869203,0.00,0.13,0.09,1
1777036034.3080094,0.10,0.17,-0.03,1
1777036034.328825,-0.35,0.08,-0.11,1
1777036034.3508065,-0.34,0.09,-0.09,1
1777036034.3724723,-0.33,0.15,-0.07,1
1777036034.3937926,-0.43,0.06,0.01,1
1777036034.4152074,-0.35,0.09,-0.16,1
1777036034.4355946,0.00,0.45,-0.54,1
1777036034.4569788,-0.16,0.33,-0.19,1
1777036034.477542,-0.37,0.04,0.03,1
1777036034.499014,-0.30,0.32,-0.12,1
1777036034.5204515,-0.42,0.54,-0.29,1
1777036034.540556,-0.57,0.43,0.26,1
1777036034.5631535,-0.33,0.25,0.30,1
1777036034.5836136,-0.06,0.31,0.18,1
1777036034.6053283,0.19,0.45,-0.30,1
1777036034.6271763,-0.30,0.40,0.02,1
1777036034.6476202,-0.54,0.26,0.10,1
1777036034.667947,-0.49,0.28,-0.13,1
1777036034.6897836,-0.52,0.34,-0.26,1
1777036034.710897,-0.44,0.37,-0.16,1
1777036034.7368634,-0.35,0.20,0.01,1
1777036034.7582195,-0.38,0.38,-0.20,1
1777036034.7784457,-0.24,0.37,-0.22,1
1777036034.8004658,-0.35,0.14,-0.04,1
1777036034.8208401,-0.17,0.17,0.02,1
1777036034.841954,-0.11,0.16,-0.11,1
1777036034.8643878,-0.23,0.24,-0.26,1
1777036034.8849256,-0.40,0.28,-0.01,1
1777036034.9070652,-0.41,0.20,0.03,1
1777036034.9281275,-0.33,0.29,-0.14,1
1777036034.9481673,-0.37,0.33,-0.07,1
1777036034.970054,-0.20,0.31,0.12,1
1777036034.990098,-0.13,0.28,0.18,1
1777036035.01135,-0.06,0.24,0.13,1
1777036035.0333102,-0.04,0.28,-0.21,1
1777036035.0546484,-0.33,0.37,-0.33,1
1777036035.0767887,-0.71,0.29,0.18,1
1777036035.099199,0.00,0.27,0.01,1
1777036035.118848,0.24,0.29,-0.29,1
1777036035.139279,-0.15,0.28,-0.29,1
1777036035.1607475,-0.36,0.17,-0.25,1
1777036035.182119,-0.38,0.13,0.00,1
1777036035.2034883,-0.20,0.15,0.09,1
1777036035.2260525,-0.03,0.18,-0.21,1
1777036035.246766,-0.07,0.17,-0.40,1
1777036035.268144,-0.18,0.14,-0.31,1
1777036035.288651,-0.20,0.16,-0.06,1
1777036035.3099568,-0.08,0.14,-0.18,1
1777036035.3309364,0.00,0.25,-0.17,1
1777036035.3514712,0.07,0.19,-0.05,1
1777036035.3727496,0.26,0.18,-0.16,1
1777036035.3937194,0.16,0.31,-0.58,1
1777036035.415176,-0.20,0.35,-0.15,1
1777036035.4366446,-0.53,0.08,0.24,1
1777036035.4583843,-0.68,0.06,0.10,1
1777036035.4789615,0.04,0.25,-0.34,1
1777036035.4989808,-0.07,0.31,0.00,1
1777036035.5202112,-0.25,0.21,0.23,1
1777036035.541873,-0.42,0.06,0.07,1
1777036035.562871,-0.06,0.07,-0.36,1
1777036035.583937,-0.12,0.25,-0.33,1
1777036035.6054535,0.00,0.21,-0.12,1
1777036035.6279895,0.11,0.06,0.01,1
1777036035.649386,-0.04,0.00,-0.11,1
1777036035.6697102,-0.52,0.05,-0.19,1
1777036035.6908824,-0.18,0.30,-0.10,1
1777036035.7113419,0.06,0.29,-0.02,1
1777036035.7324607,0.24,0.00,-0.15,1
1777036035.7546442,0.14,-0.09,-0.30,1
1777036035.7759523,-0.45,0.20,-0.31,1
1777036035.7960007,-0.44,0.21,-0.06,1
1777036035.8188467,-0.11,0.13,0.19,1
1777036035.8399987,0.16,0.04,0.12,1
1777036035.8610847,0.05,0.09,-0.42,1
1777036035.8815358,-0.47,0.36,-0.37,1
1777036035.9023347,-0.33,0.28,0.07,1
1777036035.9239335,-0.11,-0.06,0.36,1
1777036035.9443963,0.00,0.00,0.13,1
1777036035.9671009,-0.21,0.32,-0.30,1
1777036035.9874039,-0.39,0.37,-0.31,1
1777036036.0100927,-0.10,0.29,0.09,1
1777036036.0308964,0.09,0.10,0.08,1
1777036036.0518813,0.07,0.05,-0.15,1
1777036036.0722291,-0.30,0.11,-0.13,1
1777036036.0934699,-0.33,0.17,0.03,1
1777036036.1152153,-0.18,0.05,0.09,1
1777036036.1358254,0.12,0.07,0.00,1
