zaman,ivme_x,ivme_y,ivme_z,etiket
1777035830.5596287,0.02,0.00,-0.02,0
1777035830.5771632,-0.03,0.01,0.04,0
1777035830.602887,0.13,0.03,0.02,0
1777035830.622984,0.28,0.04,0.04,0
1777035830.6436574,0.08,0.01,0.06,0
1777035830.6617715,0.05,0.12,-0.06,0
1777035830.6854389,0.17,0.14,0.03,0
1777035830.707194,0.07,-0.08,0.00,0
1777035830.7262459,0.16,-0.22,-0.11,0
1777035830.744326,0.20,-0.12,-0.11,0
1777035830.7718892,-0.21,-0.04,-0.20,0
1777035830.792128,-0.88,-0.09,-0.14,0
1777035830.8120668,-0.98,-0.24,-0.13,0
1777035830.8317168,-0.01,-0.14,-0.26,0
1777035830.8571382,0.25,-0.14,-0.13,0
1777035830.8768363,0.15,0.06,-0.06,0
1777035830.8940816,-0.30,-0.05,0.04,0
1777035830.9216487,-0.11,-0.15,0.15,0
1777035830.9416387,-0.33,-0.29,0.63,0
1777035830.9618511,-0.67,-0.56,0.81,0
1777035830.9821532,-1.28,-0.58,1.35,0
1777035831.004586,-1.46,-0.40,1.39,0
1777035831.026106,-0.88,-0.05,1.96,0
1777035831.0419881,-0.74,-0.02,1.46,0
1777035831.0687156,-0.35,0.35,0.89,0
1777035831.0888996,0.57,0.77,1.28,0
1777035831.1118953,-2.24,1.69,-0.09,0
1777035831.133214,-0.99,1.69,-0.02,0
1777035831.1537504,-0.28,1.46,-0.20,0
1777035831.1742187,1.28,1.62,-1.23,0
1777035831.191727,1.34,2.22,-1.41,0
1777035831.2170806,1.17,2.28,-1.60,0
1777035831.238859,-0.04,1.94,-1.94,0
1777035831.2585926,-0.26,1.84,-2.31,0
1777035831.2818363,0.26,1.64,-2.07,0
1777035831.3038452,0.90,0.35,-1.22,0
1777035831.324936,0.57,-0.01,-0.72,0
1777035831.346358,-0.24,-0.71,-0.62,0
1777035831.3619556,-0.62,-0.93,-0.59,0
1777035831.3864315,-0.64,-0.98,-0.30,0
1777035831.4039419,-0.25,-0.94,-0.21,0
1777035831.4317746,0.62,-0.96,-0.05,0
1777035831.453106,0.99,-1.01,0.00,0
1777035831.4739153,0.46,-1.34,0.05,0
1777035831.495121,0.31,-1.42,-0.30,0
1777035831.5117292,0.22,-1.26,-0.37,0
1777035831.5374987,-0.37,-1.06,-0.33,0
1777035831.55826,-0.59,-0.99,-0.46,0
1777035831.5782235,-0.40,-0.94,-0.54,0
1777035831.6019664,0.08,-0.96,-0.61,0
1777035831.6237025,0.59,-0.77,-0.48,0
1777035831.6435614,0.16,-0.67,-0.35,0
1777035831.6638002,-0.34,-0.38,-0.24,0
1777035831.6864593,-0.44,-0.35,-0.22,0
1777035831.7066045,-0.03,-0.39,0.02,0
1777035831.7269387,0.15,-0.44,0.14,0
1777035831.7433615,0.02,-0.44,0.21,0
1777035831.769839,0.00,-0.58,0.32,0
1777035831.7908523,0.41,-0.65,0.40,0
1777035831.8117611,0.48,-0.79,0.48,0
1777035831.8353884,0.48,-0.57,0.50,0
1777035831.8539066,0.35,-0.38,0.47,0
1777035831.8763962,-0.07,-0.62,0.23,0
1777035831.8973317,0.41,-0.58,0.03,0
1777035831.919876,0.03,-0.55,-0.34,0
1777035831.9398122,-1.29,-0.85,-0.30,0
1777035831.9618683,-1.77,-1.27,0.01,0
1777035831.9819024,-0.79,-1.67,0.53,0
1777035832.0041208,-0.20,-1.61,0.68,0
1777035832.0251338,-0.42,-1.59,0.85,0
1777035832.0431025,-0.44,-1.45,0.85,0
1777035832.0618722,-0.81,-1.49,0.88,0
1777035832.088501,-1.24,-1.56,0.93,0
1777035832.1101384,-0.96,-1.41,1.00,0
1777035832.1320932,-0.40,-1.28,0.86,0
1777035832.1588237,-0.32,-0.67,0.58,0
1777035832.1805573,-0.49,-0.34,0.75,0
1777035832.2018716,-0.04,-0.33,0.72,0
1777035832.2239628,0.14,-0.34,0.41,0
1777035832.2433095,-0.47,0.00,0.10,0
1777035832.2620072,-0.69,0.16,0.20,0
1777035832.286344,-0.88,-0.24,0.00,0
1777035832.3079634,-1.18,0.14,-0.59,0
1777035832.3250442,-1.10,0.59,-0.75,0
